Source,Model,Raw_Text,Year,Price,Naval_Price
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 銀 2020/05 1497 自排 1 59,000 油電 184,088km B+",2020/05,59000,67850
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 淺藍 2020/05 1497 自排 1 40,000 油電 157,351km C+",2020/05,40000,46000
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 銀 2020/06 1497 自排 1 48,000 油電 184,239km B++",2020/06,48000,55199
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 淺藍 2020/06 1497 自排 1 59,000 油電 184,475km A",2020/06,59000,67850
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 白 2020/06 1497 自排 1 65,000 油電 187,567km B++",2020/06,65000,74750
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 白 2020/06 1497 自排 1 68,000 油電 98,494km C++",2020/06,68000,78200
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 白 2020/06 1497 自排 1 70,000 油電 107,465km C++",2020/06,70000,80500
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 白 2020/06 1497 自排 1 45,000 油電 183,676km B",2020/06,45000,51749
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 銀 2020/06 1497 自排 1 81,000 油電 108,970km B+",2020/06,81000,93150
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 白 2020/06 1497 自排 1 34,000 油電 171,404km B",2020/06,34000,39100
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 淺藍 2020/06 1497 自排 1 31,000 油電 183,949km B",2020/06,31000,35650
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 藍 2021/01 1497 自排 1 87,000 油電 167,439km B+",2021/01,87000,100049
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 白 2021/03 1497 自排 3 41,000 油電 80,806km A",2021/03,41000,47149
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS C 銀 2021/04 1497 自排 2 32,000 油電 102,569km C++",2021/04,32000,36800
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS PHV 藍 2020/03 1798 自排 4 89,000 油電 47,299km A+",2020/03,89000,102349
outside_202601.pdf,TOYOTA,"TOYOTA PRIUS PHV 藍 2022/11 1798 自排 4 80,000 油電 33,453km B++",2022/11,80000,92000
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 銀 2011/02 2362 自排 1 32,000 汽油 158,903km B++",2011/02,32000,36800
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2012/12 1987 手自排 1 34,000 汽油 324,972km A+",2012/12,34000,39100
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2013/01 1987 手自排 1 48,000 汽油 162,633km C++",2013/01,48000,55199
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2013/02 2494 手自排 1 70,000 汽油 179,558km B++",2013/02,70000,80500
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2013/02 1987 手自排 1 72,000 汽油 211,046km A+",2013/02,72000,82800
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2013/02 2494 手自排 1 72,000 汽油 126,196km A+",2013/02,72000,82800
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2013/04 1987 手自排 1 50,000 汽油 235,275km A",2013/04,50000,57499
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2013/06 1987 手自排 2 34,000 汽油 148,994km A+",2013/06,34000,39100
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2013/08 2494 手自排 1 75,000 汽油 166,186km A+",2013/08,75000,86250
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2013/08 2494 手自排 1 63,000 汽油 171,911km B+",2013/08,63000,72450
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2013/09 1987 手自排 1 41,000 汽油 306,844km A",2013/09,41000,47149
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2014/04 1987 手自排 1 34,000 汽油 296,751km A",2014/04,34000,39100
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2014/06 1987 手自排 2 34,000 汽油 103,035km B++",2014/06,34000,39100
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2014/07 2494 手自排 1 32,000 汽油 275,959km B++",2014/07,32000,36800
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2014/07 1987 手自排 2 41,000 汽油 151,670km A+",2014/07,41000,47149
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2014/09 1987 手自排 1 58,000 汽油 273,270km A+",2014/09,58000,66700
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2014/09 1987 手自排 1 38,000 汽油 240,553km B+",2014/09,38000,43700
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2014/10 1987 手自排 1 31,000 汽油 272,619km B",2014/10,31000,35650
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2014/10 2494 手自排 1 91,000 汽油 147,186km B++",2014/10,91000,104649
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2014/11 1987 手自排 1 71,000 汽油 200,141km B",2014/11,71000,81650
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 銀 2014/11 2494 手自排 1 86,000 汽油 136,163km A+",2014/11,86000,98899
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 銀 2015/01 2494 手自排 1 60,000 汽油 138,727km B+",2015/01,60000,69000
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 深紅 2015/02 2494 手自排 1 63,000 汽油 151,248km B+",2015/02,63000,72450
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 銀 2015/05 1987 手自排 2 43,000 汽油 126,339km B",2015/05,43000,49449
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2015/05 1987 手自排 2 49,000 汽油 79,826km A",2015/05,49000,56349
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2015/05 1987 手自排 2 81,000 汽油 91,142km A+",2015/05,81000,93150
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2015/05 2494 手自排 1 93,000 汽油 153,888km A",2015/05,93000,106949
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2015/07 1987 手自排 1 45,000 汽油 304,925km A+",2015/07,45000,51749
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2015/11 1987 手自排 1 80,000 汽油 255,742km A+",2015/11,80000,92000
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2016/02 1987 手自排 1 80,000 汽油 263,268km B++",2016/02,80000,92000
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2016/04 1987 手自排 3 52,000 汽油 59,560km A",2016/04,52000,59799
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2016/07 1987 手自排 1 47,000 汽油 395,294km B+",2016/07,47000,54049
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2016/09 1987 手自排 3 66,000 汽油 79,663km A+",2016/09,66000,75900
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 銀 2016/09 1987 手自排 2 91,000 汽油 103,761km A",2016/09,91000,104649
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2016/11 1987 手自排 2 98,000 汽油 182,178km A+",2016/11,98000,112699
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2016/11 2494 手自排 2 69,000 汽油 143,289km B",2016/11,69000,79350
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2016/11 1987 手自排 2 94,000 汽油 141,041km A+",2016/11,94000,108099
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2016/12 1987 手自排 2 83,000 汽油 187,421km A+",2016/12,83000,95449
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2017/01 1987 手自排 2 47,000 汽油 218,056km A+",2017/01,47000,54049
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 銀 2017/08 1987 手自排 3 53,000 汽油 145,801km A",2017/08,53000,60949
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2017/10 1987 手自排 1 87,000 汽油 374,074km C++",2017/10,87000,100049
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2017/11 2494 手自排 2 53,000 汽油 162,489km B++",2017/11,53000,60949
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2017/12 1987 手自排 3 46,000 汽油 132,492km A+",2017/12,46000,52899
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 銀 2017/12 2494 手自排 2 34,000 汽油 183,740km B+",2017/12,34000,39100
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黃 2018/01 1987 手自排 1 41,000 汽油 283,165km B",2018/01,41000,47149
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2018/04 1987 手自排 3 83,000 汽油 129,822km B++",2018/04,83000,95449
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2018/11 1987 手自排 3 56,000 汽油 141,710km A+",2018/11,56000,64399
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2019/01 2487 手自排 3 64,000 汽油 222,330km B++",2019/01,64000,73600
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2019/06 2487 手自排 4 91,000 汽油 56,945km A+",2019/06,91000,104649
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2019/08 1987 手自排 5 41,000 汽油 117,577km A+",2019/08,41000,47149
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2019/11 1987 手自排 4 51,000 汽油 31,344km B",2019/11,51000,58649
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2020/04 1987 手自排 3 65,000 汽油 194,617km B",2020/04,65000,74750
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2020/04 1987 手自排 4 63,000 汽油 129,795km B",2020/04,63000,72450
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2020/09 1987 手自排 5 72,000 汽油 96,320km A",2020/09,72000,82800
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2020/11 1987 手自排 5 35,000 汽油 105,838km B++",2020/11,35000,40250
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2021/01 1987 手自排 5 72,000 汽油 65,903km B",2021/01,72000,82800
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2021/03 1987 手自排 4 64,000 汽油 92,246km C++",2021/03,64000,73600
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2021/06 1987 手自排 4 80,000 汽油 67,520km A",2021/06,80000,92000
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2021/12 1987 手自排 4 81,000 汽油 82,622km A+",2021/12,81000,93150
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 黑 2021/12 1987 手自排 5 60,000 汽油 75,240km B++",2021/12,60000,69000
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 深藍 2022/03 1987 手自排 6 45,000 汽油 74,511km A+",2022/03,45000,51749
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 白 2022/04 1987 手自排 5 82,000 汽油 15,378km A+",2022/04,82000,94299
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 灰 2022/10 1987 手自排 5 88,000 汽油 53,458km A+",2022/10,88000,101199
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 銀 2023/11 1987 手自排 7 43,000 汽油 8,825km A",2023/11,43000,49449
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 HYBRID 灰 2018/04 2494 手自排 2 45,000 油電 195,652km B++",2018/04,45000,51749
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 HYBRID 白 2019/11 2487 手自排 5 42,000 油電 105,778km B++",2019/11,42000,48299
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 HYBRID 銀 2020/05 2487 手自排 5 35,000 油電 122,192km A+",2020/05,35000,40250
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 HYBRID 銀 2021/05 2487 手自排 4 99,000 油電 121,129km A",2021/05,99000,113849
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 HYBRID 銀 2021/10 2487 手自排 6 54,000 油電 96,366km A+",2021/10,54000,62099
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 HYBRID 粉紅 2022/06 2487 手自排 7 72,000 油電 47,986km B",2022/06,72000,82800
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 HYBRID 白 2022/09 2487 手自排 6 81,000 油電 86,400km A+",2022/09,81000,93150
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 HYBRID 灰 2023/07 2487 手自排 7 32,000 油電 51,283km A",2023/07,32000,36800
outside_202601.pdf,TOYOTA,"TOYOTA RAV4 HYBRID 黃 2024/12 2487 手自排 7 94,000 油電 24,395km A+",2024/12,94000,108099
outside_202601.pdf,TOYOTA,"TOYOTA SIENNA 黑 2013/02 3456 手自排 1 72,000 汽油 118,716mi B",2013/02,72000,82800
outside_202601.pdf,TOYOTA,"TOYOTA SIENNA 黑 2020/05 3456 手自排 8 70,000 汽油 72,619km A+",2020/05,70000,80500
outside_202601.pdf,TOYOTA,"TOYOTA SIENNA HYBRID 黑 2022/02 2487 手自排 1 ,623,000 油電 21,224km A+",2022/02,623000,716450
outside_202601.pdf,TOYOTA,"TOYOTA SIENNA HYBRID 黑 2022/04 2487 手自排 1 ,762,000 油電 56,058km A",2022/04,762000,876299
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 灰 2016/12 1798 自排 1 90,000 汽油 140,102km B++",2016/12,90000,103499
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 銀 2017/01 1798 自排 2 55,000 汽油 93,973km B++",2017/01,55000,63249
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2017/02 1798 自排 1 66,000 汽油 176,487km B++",2017/02,66000,75900
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2017/03 1798 自排 1 85,000 汽油 242,261km A+",2017/03,85000,97749
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2017/10 1496 自排 1 90,000 汽油 95,619km A",2017/10,90000,103499
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 銀 2018/03 1798 自排 1 63,000 汽油 220,159km B",2018/03,63000,72450
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 灰 2019/01 1798 自排 1 36,000 汽油 360,326km B++",2019/01,36000,41400
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2019/01 1798 自排 2 62,000 汽油 113,798km B++",2019/01,62000,71300
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 銀 2019/05 1798 自排 2 54,000 汽油 75,378km B++",2019/05,54000,62099
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2019/07 1798 自排 2 35,000 汽油 143,091km B++",2019/07,35000,40250
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2019/12 1798 自排 2 50,000 汽油 114,810km B",2019/12,50000,57499
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 銀 2019/12 1798 自排 1 92,000 汽油 151,595km B+",2019/12,92000,105799
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2020/04 1798 自排 2 78,000 汽油 119,299km A",2020/04,78000,89700
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 灰 2020/11 1798 自排 2 62,000 汽油 92,812km A",2020/11,62000,71300
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 銀 2021/06 1798 自排 3 60,000 汽油 70,973km A",2021/06,60000,69000
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2021/09 1798 自排 2 58,000 汽油 114,208km A+",2021/09,58000,66700
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 灰 2022/01 1798 自排 3 55,000 汽油 66,729km A",2022/01,55000,63249
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2022/06 1798 自排 4 61,000 汽油 38,400km A+",2022/06,61000,70150
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 銀 2022/06 1798 自排 3 57,000 汽油 38,370km A+",2022/06,57000,65550
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2022/07 1798 自排 3 90,000 汽油 49,766km A",2022/07,90000,103499
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2022/08 1798 自排 3 49,000 汽油 66,083km B++",2022/08,49000,56349
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2022/10 1798 自排 3 42,000 汽油 74,612km A",2022/10,42000,48299
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2022/10 1798 自排 4 61,000 汽油 14,121km A",2022/10,61000,70150
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2022/10 1798 自排 2 72,000 汽油 43,793km C++",2022/10,72000,82800
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 灰 2022/11 1798 自排 3 55,000 汽油 16,541km A+",2022/11,55000,63249
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 銀 2022/11 1798 自排 3 52,000 汽油 57,291km A+",2022/11,52000,59799
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 銀 2022/11 1798 自排 3 51,000 汽油 63,328km A+",2022/11,51000,58649
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2022/11 1798 自排 3 70,000 汽油 36,599km A",2022/11,70000,80500
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2023/10 1798 自排 4 52,000 汽油 36,444km A+",2023/10,52000,59799
outside_202601.pdf,TOYOTA,"TOYOTA SIENTA 白 2024/05 1798 自排 3 93,000 汽油 31,325km A+",2024/05,93000,106949
outside_202601.pdf,TOYOTA,"TOYOTA SUPRA 深黃 2022/07 2998 手排 1 ,533,000 汽油 6,115km A",2022/07,533000,612950
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 藍 2022/11 1496 自排 2 76,000 汽油 112,414km B++",2022/11,76000,87400
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 白 2022/12 1496 自排 3 43,000 汽油 36,458km A",2022/12,43000,49449
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 白 2023/04 1496 自排 3 53,000 汽油 30,448km A+",2023/04,53000,60949
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 白 2023/06 1496 自排 3 71,000 汽油 0km A+",2023/06,71000,81650
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 銀 2023/06 1496 手排 2 86,000 汽油 54,892km B",2023/06,86000,98899
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 白 2023/07 1496 手排 2 85,000 汽油 67,453km B++",2023/07,85000,97749
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 白 2023/07 1496 手排 2 45,000 汽油 75,871km B",2023/07,45000,51749
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 藍 2023/10 1496 手排 2 88,000 汽油 17,954km A+",2023/10,88000,101199
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 白 2024/01 1496 自排 3 69,000 汽油 18,488km A+",2024/01,69000,79350
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 白 2024/05 1496 自排 3 71,000 汽油 40,235km A+",2024/05,71000,81650
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 白 2024/07 1496 自排 2 74,000 汽油 31,018km B",2024/07,74000,85100
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 銀 2024/11 1496 自排 4 44,000 汽油 4,474km A+",2024/11,44000,50599
outside_202601.pdf,TOYOTA,"TOYOTA TOWN ACE 白 2024/11 1496 自排 3 64,000 汽油 無資料 A+",2024/11,64000,73600
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 藍 2014/07 1497 自排 1 34,000 汽油 85,993km B++",2014/07,34000,39100
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2016/05 1496 手自排 1 32,000 汽油 153,525km B+",2016/05,32000,36800
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2016/10 1496 手自排 1 56,000 汽油 44,312km B",2016/10,56000,64399
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2017/01 1496 手自排 1 34,000 汽油 186,333km A",2017/01,34000,39100
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2019/01 1496 手自排 1 63,000 汽油 107,729km B++",2019/01,63000,72450
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2019/02 1496 手自排 1 89,000 汽油 115,644km A+",2019/02,89000,102349
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2019/02 1496 手自排 2 37,000 汽油 35,829km A",2019/02,37000,42550
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2019/02 1496 手自排 1 95,000 汽油 102,276km A",2019/02,95000,109249
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 灰 2019/02 1496 手自排 1 75,000 汽油 52,574km A+",2019/02,75000,86250
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2019/03 1496 手自排 1 36,000 汽油 135,378km B",2019/03,36000,41400
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2019/03 1496 手自排 1 81,000 汽油 136,477km A+",2019/03,81000,93150
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 灰 2019/03 1496 手自排 1 62,000 汽油 47,374km B",2019/03,62000,71300
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/05 1496 手自排 1 80,000 汽油 29,071km A",2019/05,80000,92000
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/05 1496 手自排 1 96,000 汽油 63,314km A",2019/05,96000,110399
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/05 1496 手自排 1 40,000 汽油 173,559km B++",2019/05,40000,46000
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/08 1496 手自排 1 67,000 汽油 79,510km B++",2019/08,67000,77050
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 61,000 汽油 110,012km B+",2019/10,61000,70150
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 92,000 汽油 51,875km B",2019/10,92000,105799
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 48,000 汽油 78,856km B",2019/10,48000,55199
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 76,000 汽油 114,029km A",2019/10,76000,87400
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 80,000 汽油 84,260km B++",2019/10,80000,92000
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 94,000 汽油 44,464km A+",2019/10,94000,108099
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 58,000 汽油 85,155km B",2019/10,58000,66700
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 99,000 汽油 54,338km B+",2019/10,99000,113849
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 69,000 汽油 100,624km A",2019/10,69000,79350
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 65,000 汽油 54,245km B",2019/10,65000,74750
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 32,000 汽油 66,248km C++",2019/10,32000,36800
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 55,000 汽油 31,477km B++",2019/10,55000,63249
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/10 1496 手自排 1 34,000 汽油 67,608km C++",2019/10,34000,39100
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 黑 2019/11 1496 手自排 1 58,000 汽油 60,720km B",2019/11,58000,66700
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/11 1496 手自排 1 56,000 汽油 57,201km B",2019/11,56000,64399
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2019/11 1496 手自排 1 41,000 汽油 68,422km C++",2019/11,41000,47149
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2020/06 1496 手自排 1 61,000 汽油 70,464km B",2020/06,61000,70150
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2020/10 1496 手自排 1 68,000 汽油 95,280km C++",2020/10,68000,78200
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2020/11 1496 手自排 1 87,000 汽油 80,051km A+",2020/11,87000,100049
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2020/11 1496 手自排 1 52,000 汽油 170,196km A",2020/11,52000,59799
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2021/05 1496 手自排 2 57,000 汽油 12,678km A+",2021/05,57000,65550
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2021/09 1496 手自排 1 59,000 汽油 111,821km B",2021/09,59000,67850
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2022/03 1496 手自排 2 90,000 汽油 14,845km A+",2022/03,90000,103499
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2022/09 1496 手自排 2 63,000 汽油 61,685km A+",2022/09,63000,72450
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2022/11 1496 手自排 2 32,000 汽油 98,593km A",2022/11,32000,36800
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2022/11 1496 手自排 2 43,000 汽油 72,081km A+",2022/11,43000,49449
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 灰 2022/11 1496 手自排 2 80,000 汽油 46,672km A+",2022/11,80000,92000
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2023/07 1496 手自排 2 72,000 汽油 20,572km A",2023/07,72000,82800
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2023/07 1496 手自排 2 86,000 汽油 24,038km A+",2023/07,86000,98899
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2023/07 1496 手自排 2 77,000 汽油 24,645km A+",2023/07,77000,88550
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2023/07 1496 手自排 1 98,000 汽油 26,334km C+",2023/07,98000,112699
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 白 2023/10 1496 手自排 2 90,000 汽油 15,018km A+",2023/10,90000,103499
outside_202601.pdf,TOYOTA,"TOYOTA VIOS 銀 2023/12 1496 手自排 2 41,000 汽油 20,126km C++",2023/12,41000,47149
outside_202601.pdf,TOYOTA,"TOYOTA WISH 銀 2010/04 1987 手自排 1 80,000 汽油 91,124km A+",2010/04,80000,92000
outside_202601.pdf,TOYOTA,"TOYOTA WISH 白 2011/11 1987 手自排 1 50,000 汽油 145,518km B++",2011/11,50000,57499
outside_202601.pdf,TOYOTA,"TOYOTA WISH 銀 2011/12 1987 手自排 1 48,000 汽油 166,405km B+",2011/12,48000,55199
outside_202601.pdf,TOYOTA,"TOYOTA WISH 銀 2012/01 1987 手自排 1 61,000 汽油 174,517km A",2012/01,61000,70150
outside_202601.pdf,TOYOTA,"TOYOTA WISH 銀 2012/11 1987 手自排 1 62,000 汽油 145,869km A",2012/11,62000,71300
outside_202601.pdf,TOYOTA,"TOYOTA WISH 白 2013/01 1987 手自排 1 57,000 汽油 216,865km B",2013/01,57000,65550
outside_202601.pdf,TOYOTA,"TOYOTA WISH 銀 2013/04 1987 手自排 1 33,000 汽油 160,580km C++",2013/04,33000,37950
outside_202601.pdf,TOYOTA,"TOYOTA WISH 灰 2013/06 1987 手自排 1 58,000 汽油 201,603km A+",2013/06,58000,66700
